BarChartType,ModelName,SamplingTarget,SamplingMethod,DownSamplingLevel,RunIndex,MeanError
4,VGG19,Height,IID,8,3,0.0409066395
4,VGG19,Height,IID,8,4,0.054911249999999995
4,VGG19,Height,IID,16,0,0.113504481
4,VGG19,Height,IID,16,1,0.145415339
4,VGG19,Height,IID,16,2,0.1937765215
4,VGG19,Height,IID,16,3,0.156859983
4,VGG19,Height,IID,16,4,0.0809455835
4,VGG19,Height,COV,2,0,0.011950475
4,VGG19,Height,COV,2,1,0.011398326499999998
4,VGG19,Height,COV,2,2,0.0273350955
4,VGG19,Height,COV,2,3,0.013841184999999999
4,VGG19,Height,COV,2,4,0.0125625455
4,VGG19,Height,COV,4,0,0.014437016500000002
4,VGG19,Height,COV,4,1,0.022700973
4,VGG19,Height,COV,4,2,0.0288805485
4,VGG19,Height,COV,4,3,0.020656894999999998
4,VGG19,Height,COV,4,4,0.022043965999999998
4,VGG19,Height,COV,8,0,0.0608592025
4,VGG19,Height,COV,8,1,0.059671649
4,VGG19,Height,COV,8,2,0.067067945
4,VGG19,Height,COV,8,3,0.057219548499999995
4,VGG19,Height,COV,8,4,0.035212491
4,VGG19,Height,COV,16,0,0.080981529
4,VGG19,Height,COV,16,1,0.095134414
4,VGG19,Height,COV,16,2,0.12025632800000001
4,VGG19,Height,COV,16,3,0.12552452
4,VGG19,Height,COV,16,4,0.0730206425
4,VGG19,Height,ADV,2,0,0.0363763045
4,VGG19,Height,ADV,2,1,0.040052093999999996
4,VGG19,Height,ADV,2,2,0.120008617
4,VGG19,Height,ADV,2,3,0.022558925499999997
4,VGG19,Height,ADV,2,4,0.019168527999999997
4,VGG19,Height,ADV,4,0,0.0464102425
4,VGG19,Height,ADV,4,1,0.1031678095
4,VGG19,Height,ADV,4,2,0.20471640500000002
4,VGG19,Height,ADV,4,3,0.082773479
4,VGG19,Height,ADV,4,4,0.0968639965
4,VGG19,Height,ADV,8,0,0.1375434325
4,VGG19,Height,ADV,8,1,0.311900131
4,VGG19,Height,ADV,8,2,0.31410279999999996
4,VGG19,Height,ADV,8,3,0.349952263
4,VGG19,Height,ADV,8,4,0.166983308
4,VGG19,Height,ADV,16,0,0.1580301875
4,VGG19,Height,ADV,16,1,0.3667020105
4,VGG19,Height,ADV,16,2,0.36430878899999997
4,VGG19,Height,ADV,16,3,0.5413013034999999
4,VGG19,Height,ADV,16,4,0.24945957800000002
4,VGG19,Height,OOD,2,0,0.03900237
4,VGG19,Height,OOD,2,1,0.048255602499999994
4,VGG19,Height,OOD,2,2,0.047261918
4,VGG19,Height,OOD,2,3,0.0240729605
4,VGG19,Height,OOD,2,4,0.0706436475
4,VGG19,Height,OOD,4,0,0.132731947
4,VGG19,Height,OOD,4,1,0.12217610549999999
4,VGG19,Height,OOD,4,2,0.10755324499999999
4,VGG19,Height,OOD,4,3,0.11086727900000001
4,VGG19,Height,OOD,4,4,0.17486153899999998
4,VGG19,Height,OOD,8,0,0.1919686555
4,VGG19,Height,OOD,8,1,0.17196745000000002
4,VGG19,Height,OOD,8,2,0.159000865
4,VGG19,Height,OOD,8,3,0.189187526
4,VGG19,Height,OOD,8,4,0.203248737
4,VGG19,Height,OOD,16,0,0.2163719715
4,VGG19,Height,OOD,16,1,0.2210247905
4,VGG19,Height,OOD,16,2,0.2358205465
4,VGG19,Height,OOD,16,3,0.2241235495
4,VGG19,Height,OOD,16,4,0.22743877099999998
4,ResNet50,Ratio,IID,2,0,0.0172971485
4,ResNet50,Ratio,IID,2,1,0.02054823
4,ResNet50,Ratio,IID,2,2,0.020140728
4,ResNet50,Ratio,IID,2,3,0.0190317965
4,ResNet50,Ratio,IID,2,4,0.022509691499999998
4,ResNet50,Ratio,IID,4,0,0.023750302499999997
4,ResNet50,Ratio,IID,4,1,0.021883291500000002
4,ResNet50,Ratio,IID,4,2,0.025466343
4,ResNet50,Ratio,IID,4,3,0.0169319915
4,ResNet50,Ratio,IID,4,4,0.021181734
4,ResNet50,Ratio,IID,8,0,0.0207819505
4,ResNet50,Ratio,IID,8,1,0.0503084815
4,ResNet50,Ratio,IID,8,2,0.0220537775
4,ResNet50,Ratio,IID,8,3,0.068506938
4,ResNet50,Ratio,IID,8,4,0.045626043
4,ResNet50,Ratio,IID,16,0,0.15060077100000002
4,ResNet50,Ratio,IID,16,1,0.164352994
4,ResNet50,Ratio,IID,16,2,0.2349097495
4,ResNet50,Ratio,IID,16,3,0.1767639485
4,ResNet50,Ratio,IID,16,4,0.11674032250000001
4,ResNet50,Ratio,COV,2,0,0.016872639
4,ResNet50,Ratio,COV,2,1,0.019003188
4,ResNet50,Ratio,COV,2,2,0.021008576
4,ResNet50,Ratio,COV,2,3,0.0196448655
4,ResNet50,Ratio,COV,2,4,0.0188380775
4,ResNet50,Ratio,COV,4,0,0.025300852999999998
4,ResNet50,Ratio,COV,4,1,0.019482249
4,ResNet50,Ratio,COV,4,2,0.022579369
4,ResNet50,Ratio,COV,4,3,0.0180187825
4,ResNet50,Ratio,COV,4,4,0.0213889155
4,ResNet50,Ratio,COV,8,0,0.0237522775
4,ResNet50,Ratio,COV,8,1,0.0263399945
4,ResNet50,Ratio,COV,8,2,0.024582218
4,ResNet50,Ratio,COV,8,3,0.0215623935
4,ResNet50,Ratio,COV,8,4,0.032741917999999995
4,ResNet50,Ratio,COV,16,0,0.0971460005
4,ResNet50,Ratio,COV,16,1,0.1136152935
4,ResNet50,Ratio,COV,16,2,0.13377115850000001
4,ResNet50,Ratio,COV,16,3,0.121654784
4,ResNet50,Ratio,COV,16,4,0.1377270615
4,ResNet50,Ratio,ADV,2,0,0.038987418
4,ResNet50,Ratio,ADV,2,1,0.022281678500000002
4,ResNet50,Ratio,ADV,2,2,0.0234487465
4,ResNet50,Ratio,ADV,2,3,0.024122439
4,ResNet50,Ratio,ADV,2,4,0.027847995000000004
4,ResNet50,Ratio,ADV,4,0,0.168135815
4,ResNet50,Ratio,ADV,4,1,0.0421247935
4,ResNet50,Ratio,ADV,4,2,0.0973834105
4,ResNet50,Ratio,ADV,4,3,0.0652054525
4,ResNet50,Ratio,ADV,4,4,0.0357927845
4,ResNet50,Ratio,ADV,8,0,0.182177078
4,ResNet50,Ratio,ADV,8,1,0.12136390650000001
4,ResNet50,Ratio,ADV,8,2,0.1578048645
4,ResNet50,Ratio,ADV,8,3,0.204793808
4,ResNet50,Ratio,ADV,8,4,0.177730621
4,ResNet50,Ratio,ADV,16,0,0.5385312689999999
4,ResNet50,Ratio,ADV,16,1,0.196331646
4,ResNet50,Ratio,ADV,16,2,0.178003124
4,ResNet50,Ratio,ADV,16,3,0.3861317825
4,ResNet50,Ratio,ADV,16,4,0.2017865835
4,ResNet50,Ratio,OOD,2,0,0.045235457
4,ResNet50,Ratio,OOD,2,1,0.101286784
4,ResNet50,Ratio,OOD,2,2,0.0770378535
4,ResNet50,Ratio,OOD,2,3,0.074383661
4,ResNet50,Ratio,OOD,2,4,0.1895888175
4,ResNet50,Ratio,OOD,4,0,0.19850473600000001
4,ResNet50,Ratio,OOD,4,1,0.287187442
4,ResNet50,Ratio,OOD,4,2,0.22665796500000002
4,ResNet50,Ratio,OOD,4,3,0.2664454175
4,ResNet50,Ratio,OOD,4,4,0.399519531
4,ResNet50,Ratio,OOD,8,0,0.2764067745
4,ResNet50,Ratio,OOD,8,1,0.337912292
4,ResNet50,Ratio,OOD,8,2,0.3269964095
4,ResNet50,Ratio,OOD,8,3,0.338634824
4,ResNet50,Ratio,OOD,8,4,0.4454772615
4,ResNet50,Ratio,OOD,16,0,0.303261145
4,ResNet50,Ratio,OOD,16,1,0.38586694000000005
4,ResNet50,Ratio,OOD,16,2,0.37158189350000004
4,ResNet50,Ratio,OOD,16,3,0.38518991350000004
4,ResNet50,Ratio,OOD,16,4,0.49996931050000004
4,ResNet50,Height,IID,2,0,0.023883417
4,ResNet50,Height,IID,2,1,0.0369445265
4,ResNet50,Height,IID,2,2,0.088981709
4,ResNet50,Height,IID,2,3,0.023269559
4,ResNet50,Height,IID,2,4,0.022155371
4,ResNet50,Height,IID,4,0,0.028968059499999997
4,ResNet50,Height,IID,4,1,0.135537753
4,ResNet50,Height,IID,4,2,0.09982144
4,ResNet50,Height,IID,4,3,0.05400478349999999
4,ResNet50,Height,IID,4,4,0.032159162
4,ResNet50,Height,IID,8,0,0.08885303250000001
4,ResNet50,Height,IID,8,1,0.1362318575
4,ResNet50,Height,IID,8,2,0.17364673749999998
4,ResNet50,Height,IID,8,3,0.047886356
4,ResNet50,Height,IID,8,4,0.06251319200000001
4,ResNet50,Height,IID,16,0,0.11217703
4,ResNet50,Height,IID,16,1,0.14621816599999998
4,ResNet50,Height,IID,16,2,0.193192876
4,ResNet50,Height,IID,16,3,0.161980389
4,ResNet50,Height,IID,16,4,0.08751418300000001
4,ResNet50,Height,COV,2,0,0.0238216465
4,ResNet50,Height,COV,2,1,0.021004396
4,ResNet50,Height,COV,2,2,0.0297261575
4,ResNet50,Height,COV,2,3,0.021927708499999997
4,ResNet50,Height,COV,2,4,0.021709215999999996
4,ResNet50,Height,COV,4,0,0.0231852695
4,ResNet50,Height,COV,4,1,0.0268882635
4,ResNet50,Height,COV,4,2,0.0421543485
4,ResNet50,Height,COV,4,3,0.0369994865
4,ResNet50,Height,COV,4,4,0.029523848499999998
4,ResNet50,Height,COV,8,0,0.0491696885
4,ResNet50,Height,COV,8,1,0.0627292605
4,ResNet50,Height,COV,8,2,0.06346008
4,ResNet50,Height,COV,8,3,0.048174626
4,ResNet50,Height,COV,8,4,0.0400019285
4,ResNet50,Height,COV,16,0,0.101616442
4,ResNet50,Height,COV,16,1,0.09993897950000001
4,ResNet50,Height,COV,16,2,0.115861374
4,ResNet50,Height,COV,16,3,0.114710185
4,ResNet50,Height,COV,16,4,0.0919803785
4,ResNet50,Height,ADV,2,0,0.0390288515
4,ResNet50,Height,ADV,2,1,0.043267857
4,ResNet50,Height,ADV,2,2,0.137181892
4,ResNet50,Height,ADV,2,3,0.030959492999999998
4,ResNet50,Height,ADV,2,4,0.030419830000000002
4,ResNet50,Height,ADV,4,0,0.0507034315
4,ResNet50,Height,ADV,4,1,0.1317230545
4,ResNet50,Height,ADV,4,2,0.188733273
4,ResNet50,Height,ADV,4,3,0.11191345300000001
4,ResNet50,Height,ADV,4,4,0.100981243
4,ResNet50,Height,ADV,8,0,0.145259158
4,ResNet50,Height,ADV,8,1,0.23147898100000003
4,ResNet50,Height,ADV,8,2,0.2995114915
4,ResNet50,Height,ADV,8,3,0.281326093
4,ResNet50,Height,ADV,8,4,0.1479598885
4,ResNet50,Height,ADV,16,0,0.14849235249999998
4,ResNet50,Height,ADV,16,1,0.2750696805
4,ResNet50,Height,ADV,16,2,0.302538883
4,ResNet50,Height,ADV,16,3,0.3177574185
4,ResNet50,Height,ADV,16,4,0.274210974
4,ResNet50,Height,OOD,2,0,0.047866082
4,ResNet50,Height,OOD,2,1,0.077047753
4,ResNet50,Height,OOD,2,2,0.044905400500000005
4,ResNet50,Height,OOD,2,3,0.041548704
4,ResNet50,Height,OOD,2,4,0.09203613100000001
4,ResNet50,Height,OOD,4,0,0.1670058745
4,ResNet50,Height,OOD,4,1,0.15096029149999998
4,ResNet50,Height,OOD,4,2,0.12569443449999998
4,ResNet50,Height,OOD,4,3,0.135297463
4,ResNet50,Height,OOD,4,4,0.2036313285
4,ResNet50,Height,OOD,8,0,0.18367720099999998
4,ResNet50,Height,OOD,8,1,0.1701225465
4,ResNet50,Height,OOD,8,2,0.17427973400000002
4,ResNet50,Height,OOD,8,3,0.220129794
4,ResNet50,Height,OOD,8,4,0.2273743845
4,ResNet50,Height,OOD,16,0,0.2301617115
4,ResNet50,Height,OOD,16,1,0.2307940235
4,ResNet50,Height,OOD,16,2,0.23591244499999997
4,ResNet50,Height,OOD,16,3,0.2408680175
4,ResNet50,Height,OOD,16,4,0.24101485699999997
5,VGG19,Ratio,IID,2,0,0.0104675295
5,VGG19,Ratio,IID,2,1,0.0113540925
5,VGG19,Ratio,IID,2,2,0.0161127615
5,VGG19,Ratio,IID,2,3,0.015217047499999999
5,VGG19,Ratio,IID,2,4,0.015501186499999996
5,VGG19,Ratio,IID,4,0,0.0178020995
5,VGG19,Ratio,IID,4,1,0.01512337
5,VGG19,Ratio,IID,4,2,0.0193608915
5,VGG19,Ratio,IID,4,3,0.0112493465
5,VGG19,Ratio,IID,4,4,0.022773648
5,VGG19,Ratio,IID,8,0,0.0180485785
5,VGG19,Ratio,IID,8,1,0.036190573499999996
5,VGG19,Ratio,IID,8,2,0.023668421000000002
5,VGG19,Ratio,IID,8,3,0.030975192
5,VGG19,Ratio,IID,8,4,0.0525055085
5,VGG19,Ratio,IID,16,0,0.12134483250000001
5,VGG19,Ratio,IID,16,1,0.1201715555
5,VGG19,Ratio,IID,16,2,0.11744766649999999
5,VGG19,Ratio,IID,16,3,0.156262326
5,VGG19,Ratio,IID,16,4,0.081832326
5,VGG19,Ratio,COV,2,0,0.010513531499999998
5,VGG19,Ratio,COV,2,1,0.011917966
5,VGG19,Ratio,COV,2,2,0.012587064
5,VGG19,Ratio,COV,2,3,0.0116277085
5,VGG19,Ratio,COV,2,4,0.014407488999999999
5,VGG19,Ratio,COV,4,0,0.009098410999999999
5,VGG19,Ratio,COV,4,1,0.011487390500000002
5,VGG19,Ratio,COV,4,2,0.0168198265
5,VGG19,Ratio,COV,4,3,0.012710463
5,VGG19,Ratio,COV,4,4,0.0197024825
5,VGG19,Ratio,COV,8,0,0.014604314499999998
5,VGG19,Ratio,COV,8,1,0.019571214500000003
5,VGG19,Ratio,COV,8,2,0.019346489499999998
5,VGG19,Ratio,COV,8,3,0.012780087
5,VGG19,Ratio,COV,8,4,0.036861405
5,VGG19,Ratio,COV,16,0,0.0996138695
5,VGG19,Ratio,COV,16,1,0.0753834935
5,VGG19,Ratio,COV,16,2,0.12289470699999999
5,VGG19,Ratio,COV,16,3,0.11520482500000001
5,VGG19,Ratio,COV,16,4,0.173593265
5,VGG19,Ratio,ADV,2,0,0.023702960999999998
5,VGG19,Ratio,ADV,2,1,0.010608696999999999
5,VGG19,Ratio,ADV,2,2,0.0128777355
5,VGG19,Ratio,ADV,2,3,0.012629699999999999
5,VGG19,Ratio,ADV,2,4,0.021122088
5,VGG19,Ratio,ADV,4,0,0.1704848455
5,VGG19,Ratio,ADV,4,1,0.029891170999999998
5,VGG19,Ratio,ADV,4,2,0.063812751
5,VGG19,Ratio,ADV,4,3,0.0762198255
5,VGG19,Ratio,ADV,4,4,0.0281884765
5,VGG19,Ratio,ADV,8,0,0.17633979549999998
5,VGG19,Ratio,ADV,8,1,0.0830129045
5,VGG19,Ratio,ADV,8,2,0.0712364605
5,VGG19,Ratio,ADV,8,3,0.1289478885
5,VGG19,Ratio,ADV,8,4,0.156091414
5,VGG19,Ratio,ADV,16,0,0.215697221
5,VGG19,Ratio,ADV,16,1,0.172792355
5,VGG19,Ratio,ADV,16,2,0.1451671225
5,VGG19,Ratio,ADV,16,3,0.369565278
5,VGG19,Ratio,ADV,16,4,0.1793143335
5,VGG19,Ratio,OOD,2,0,0.03849633
5,VGG19,Ratio,OOD,2,1,0.08079388700000001
5,VGG19,Ratio,OOD,2,2,0.06570928300000001
5,VGG19,Ratio,OOD,2,3,0.0601447265
5,VGG19,Ratio,OOD,2,4,0.1336794955
5,VGG19,Ratio,OOD,4,0,0.152623974
5,VGG19,Ratio,OOD,4,1,0.21983286349999998
5,VGG19,Ratio,OOD,4,2,0.1794118815
5,VGG19,Ratio,OOD,4,3,0.21735566050000002
5,VGG19,Ratio,OOD,4,4,0.304522173
5,VGG19,Ratio,OOD,8,0,0.24327808399999998
5,VGG19,Ratio,OOD,8,1,0.3163544525
5,VGG19,Ratio,OOD,8,2,0.291291882
5,VGG19,Ratio,OOD,8,3,0.30427402400000003
5,VGG19,Ratio,OOD,8,4,0.385117655
5,VGG19,Ratio,OOD,16,0,0.28651563
5,VGG19,Ratio,OOD,16,1,0.376897278
5,VGG19,Ratio,OOD,16,2,0.3543290385
5,VGG19,Ratio,OOD,16,3,0.368147599
5,VGG19,Ratio,OOD,16,4,0.491298197
5,VGG19,Height,IID,2,0,0.014680874
5,VGG19,Height,IID,2,1,0.031498512
5,VGG19,Height,IID,2,2,0.07649051600000001
5,VGG19,Height,IID,2,3,0.012151012
5,VGG19,Height,IID,2,4,0.016554631
5,VGG19,Height,IID,4,0,0.026738169
5,VGG19,Height,IID,4,1,0.113666744
5,VGG19,Height,IID,4,2,0.097278312
5,VGG19,Height,IID,4,3,0.044003169
5,VGG19,Height,IID,4,4,0.039712412999999995
5,VGG19,Height,IID,8,0,0.072300556
5,VGG19,Height,IID,8,1,0.1131121165
5,VGG19,Height,IID,8,2,0.14909265800000002
5,VGG19,Height,IID,8,3,0.049733979
5,VGG19,Height,IID,8,4,0.059351595
5,VGG19,Height,IID,16,0,0.1146150195
5,VGG19,Height,IID,16,1,0.1388894505
5,VGG19,Height,IID,16,2,0.183733794
5,VGG19,Height,IID,16,3,0.14712662
5,VGG19,Height,IID,16,4,0.0990940865
5,VGG19,Height,COV,2,0,0.015470076499999999
5,VGG19,Height,COV,2,1,0.0175641135
5,VGG19,Height,COV,2,2,0.028434945999999996
5,VGG19,Height,COV,2,3,0.015684264999999996
5,VGG19,Height,COV,2,4,0.018424215999999997
5,VGG19,Height,COV,4,0,0.021810478
5,VGG19,Height,COV,4,1,0.021767491
5,VGG19,Height,COV,4,2,0.042689969
5,VGG19,Height,COV,4,3,0.032595259
5,VGG19,Height,COV,4,4,0.031116195
5,VGG19,Height,COV,8,0,0.0540455245
5,VGG19,Height,COV,8,1,0.063968336
5,VGG19,Height,COV,8,2,0.062808743
5,VGG19,Height,COV,8,3,0.046967382499999995
5,VGG19,Height,COV,8,4,0.034152003
5,VGG19,Height,COV,16,0,0.090809301
5,VGG19,Height,COV,16,1,0.10378704350000001
5,VGG19,Height,COV,16,2,0.12102642350000001
5,VGG19,Height,COV,16,3,0.099134901
5,VGG19,Height,COV,16,4,0.0736931155
5,VGG19,Height,ADV,2,0,0.0328196015
5,VGG19,Height,ADV,2,1,0.049955104
5,VGG19,Height,ADV,2,2,0.13051242500000002
5,VGG19,Height,ADV,2,3,0.0299843345
5,VGG19,Height,ADV,2,4,0.02152737
5,VGG19,Height,ADV,4,0,0.0427696795
5,VGG19,Height,ADV,4,1,0.1029241825
5,VGG19,Height,ADV,4,2,0.185391689
5,VGG19,Height,ADV,4,3,0.083752187
5,VGG19,Height,ADV,4,4,0.06927515499999999
5,VGG19,Height,ADV,8,0,0.1245261035
5,VGG19,Height,ADV,8,1,0.185956488
5,VGG19,Height,ADV,8,2,0.26797982000000004
5,VGG19,Height,ADV,8,3,0.33767520250000005
5,VGG19,Height,ADV,8,4,0.0926275555
5,VGG19,Height,ADV,16,0,0.13493398099999998
5,VGG19,Height,ADV,16,1,0.23806642649999998
5,VGG19,Height,ADV,16,2,0.249471537
5,VGG19,Height,ADV,16,3,0.39359153500000005
5,VGG19,Height,ADV,16,4,0.2919153015
5,VGG19,Height,OOD,2,0,0.06907634900000001
5,VGG19,Height,OOD,2,1,0.112890497
5,VGG19,Height,OOD,2,2,0.07102997400000001
5,VGG19,Height,OOD,2,3,0.049354017
5,VGG19,Height,OOD,2,4,0.182383773
5,VGG19,Height,OOD,4,0,0.21544754800000002
5,VGG19,Height,OOD,4,1,0.22702464249999998
5,VGG19,Height,OOD,4,2,0.20968551349999998
5,VGG19,Height,OOD,4,3,0.1530183175
5,VGG19,Height,OOD,4,4,0.2608088105
5,VGG19,Height,OOD,8,0,0.219258683
5,VGG19,Height,OOD,8,1,0.2827783845
5,VGG19,Height,OOD,8,2,0.206148147
5,VGG19,Height,OOD,8,3,0.22582014549999999
5,VGG19,Height,OOD,8,4,0.283790099
5,VGG19,Height,OOD,16,0,0.2846943665
5,VGG19,Height,OOD,16,1,0.315990642
5,VGG19,Height,OOD,16,2,0.2580596865
5,VGG19,Height,OOD,16,3,0.2667952405
5,VGG19,Height,OOD,16,4,0.35852291799999997
5,ResNet50,Ratio,IID,2,0,0.019703501
5,ResNet50,Ratio,IID,2,1,0.0238912935
5,ResNet50,Ratio,IID,2,2,0.0242691505
5,ResNet50,Ratio,IID,2,3,0.021334677
5,ResNet50,Ratio,IID,2,4,0.0259562405
5,ResNet50,Ratio,IID,4,0,0.031085375499999998
5,ResNet50,Ratio,IID,4,1,0.022951837500000002
5,ResNet50,Ratio,IID,4,2,0.032962683500000006
5,ResNet50,Ratio,IID,4,3,0.0232642925
5,ResNet50,Ratio,IID,4,4,0.0314231595
5,ResNet50,Ratio,IID,8,0,0.0344889945
5,ResNet50,Ratio,IID,8,1,0.069648754
5,ResNet50,Ratio,IID,8,2,0.0335323055
5,ResNet50,Ratio,IID,8,3,0.06298706750000001
5,ResNet50,Ratio,IID,8,4,0.0716278165
5,ResNet50,Ratio,IID,16,0,0.14880136949999997
5,ResNet50,Ratio,IID,16,1,0.15328642299999998
5,ResNet50,Ratio,IID,16,2,0.15185138199999998
5,ResNet50,Ratio,IID,16,3,0.196718165
5,ResNet50,Ratio,IID,16,4,0.13392185099999998
5,ResNet50,Ratio,COV,2,0,0.022596908
5,ResNet50,Ratio,COV,2,1,0.021513010500000002
5,ResNet50,Ratio,COV,2,2,0.021446571499999997
5,ResNet50,Ratio,COV,2,3,0.0194448575
5,ResNet50,Ratio,COV,2,4,0.0272225635
5,ResNet50,Ratio,COV,4,0,0.019146759
5,ResNet50,Ratio,COV,4,1,0.021657919
5,ResNet50,Ratio,COV,4,2,0.0258454225
5,ResNet50,Ratio,COV,4,3,0.023024562000000002
5,ResNet50,Ratio,COV,4,4,0.028418018
5,ResNet50,Ratio,COV,8,0,0.027538629
5,ResNet50,Ratio,COV,8,1,0.030386173500000002
5,ResNet50,Ratio,COV,8,2,0.036232764
5,ResNet50,Ratio,COV,8,3,0.024266171
5,ResNet50,Ratio,COV,8,4,0.048562702
5,ResNet50,Ratio,COV,16,0,0.094570038
5,ResNet50,Ratio,COV,16,1,0.1048331045
5,ResNet50,Ratio,COV,16,2,0.170913518
5,ResNet50,Ratio,COV,16,3,0.114886731
5,ResNet50,Ratio,COV,16,4,0.184011606
5,ResNet50,Ratio,ADV,2,0,0.043015564
5,ResNet50,Ratio,ADV,2,1,0.020761493000000002
5,ResNet50,Ratio,ADV,2,2,0.026770308
5,ResNet50,Ratio,ADV,2,3,0.0264853635
5,ResNet50,Ratio,ADV,2,4,0.027068986
5,ResNet50,Ratio,ADV,4,0,0.21230687750000002
5,ResNet50,Ratio,ADV,4,1,0.057728402500000005
5,ResNet50,Ratio,ADV,4,2,0.123883151
5,ResNet50,Ratio,ADV,4,3,0.1064853585
5,ResNet50,Ratio,ADV,4,4,0.0551251495
5,ResNet50,Ratio,ADV,8,0,0.218393347
5,ResNet50,Ratio,ADV,8,1,0.134168324
5,ResNet50,Ratio,ADV,8,2,0.128463627
5,ResNet50,Ratio,ADV,8,3,0.1706514635
5,ResNet50,Ratio,ADV,8,4,0.1869768735
5,ResNet50,Ratio,ADV,16,0,0.24303982000000002
5,ResNet50,Ratio,ADV,16,1,0.1959984905
5,ResNet50,Ratio,ADV,16,2,0.1607118575
5,ResNet50,Ratio,ADV,16,3,0.379853832
5,ResNet50,Ratio,ADV,16,4,0.19871507549999998
5,ResNet50,Ratio,OOD,2,0,0.055871257
5,ResNet50,Ratio,OOD,2,1,0.11198611900000001
5,ResNet50,Ratio,OOD,2,2,0.0720827135
5,ResNet50,Ratio,OOD,2,3,0.075291041
5,ResNet50,Ratio,OOD,2,4,0.176046507
5,ResNet50,Ratio,OOD,4,0,0.17115136749999998
5,ResNet50,Ratio,OOD,4,1,0.256610143
5,ResNet50,Ratio,OOD,4,2,0.19487868049999998
5,ResNet50,Ratio,OOD,4,3,0.2500245465
5,ResNet50,Ratio,OOD,4,4,0.3370372485
5,ResNet50,Ratio,OOD,8,0,0.2548563205
5,ResNet50,Ratio,OOD,8,1,0.3336216315
5,ResNet50,Ratio,OOD,8,2,0.31687683
5,ResNet50,Ratio,OOD,8,3,0.3177907765
5,ResNet50,Ratio,OOD,8,4,0.42002893199999997
5,ResNet50,Ratio,OOD,16,0,0.300132573
5,ResNet50,Ratio,OOD,16,1,0.388123236
5,ResNet50,Ratio,OOD,16,2,0.3684037455
5,ResNet50,Ratio,OOD,16,3,0.3818233375
5,ResNet50,Ratio,OOD,16,4,0.5018338085
5,ResNet50,Height,IID,2,0,0.02490629
5,ResNet50,Height,IID,2,1,0.0499284115
5,ResNet50,Height,IID,2,2,0.0982678595
5,ResNet50,Height,IID,2,3,0.0240235335
5,ResNet50,Height,IID,2,4,0.023756577
5,ResNet50,Height,IID,4,0,0.034589855
5,ResNet50,Height,IID,4,1,0.111877241
5,ResNet50,Height,IID,4,2,0.104737983
5,ResNet50,Height,IID,4,3,0.058826672499999996
5,ResNet50,Height,IID,4,4,0.033546839999999994
5,ResNet50,Height,IID,8,0,0.132031007
5,ResNet50,Height,IID,8,1,0.1221919785
5,ResNet50,Height,IID,8,2,0.1611039785
5,ResNet50,Height,IID,8,3,0.064036518
5,ResNet50,Height,IID,8,4,0.069382633
5,ResNet50,Height,IID,16,0,0.15089569149999998
5,ResNet50,Height,IID,16,1,0.1571330215
5,ResNet50,Height,IID,16,2,0.18473643950000002
5,ResNet50,Height,IID,16,3,0.16413523800000002
5,ResNet50,Height,IID,16,4,0.1430399105
5,ResNet50,Height,COV,2,0,0.023274857500000003
5,ResNet50,Height,COV,2,1,0.027777541500000003
5,ResNet50,Height,COV,2,2,0.035741960499999996
5,ResNet50,Height,COV,2,3,0.022857739
5,ResNet50,Height,COV,2,4,0.0221521425
5,ResNet50,Height,COV,4,0,0.026953049
5,ResNet50,Height,COV,4,1,0.032231024999999996
5,ResNet50,Height,COV,4,2,0.0458946035
5,ResNet50,Height,COV,4,3,0.040627740999999995
5,ResNet50,Height,COV,4,4,0.033166613
5,ResNet50,Height,COV,8,0,0.0697237205
5,ResNet50,Height,COV,8,1,0.066104787
5,ResNet50,Height,COV,8,2,0.0829305015
5,ResNet50,Height,COV,8,3,0.052317857
5,ResNet50,Height,COV,8,4,0.045710153
5,ResNet50,Height,COV,16,0,0.105788367
5,ResNet50,Height,COV,16,1,0.10934726049999999
5,ResNet50,Height,COV,16,2,0.143772488
5,ResNet50,Height,COV,16,3,0.12976715349999998
5,ResNet50,Height,COV,16,4,0.105809482
5,ResNet50,Height,ADV,2,0,0.040747697
5,ResNet50,Height,ADV,2,1,0.0572777765
5,ResNet50,Height,ADV,2,2,0.131208814
5,ResNet50,Height,ADV,2,3,0.039657342
5,ResNet50,Height,ADV,2,4,0.036781837000000005
5,ResNet50,Height,ADV,4,0,0.057821767
5,ResNet50,Height,ADV,4,1,0.1333223385
5,ResNet50,Height,ADV,4,2,0.1823813645
5,ResNet50,Height,ADV,4,3,0.1105204145
5,ResNet50,Height,ADV,4,4,0.10430678049999999
5,ResNet50,Height,ADV,8,0,0.1518484985
5,ResNet50,Height,ADV,8,1,0.23637795099999998
5,ResNet50,Height,ADV,8,2,0.28788532
5,ResNet50,Height,ADV,8,3,0.3880862645
5,ResNet50,Height,ADV,8,4,0.168577882
5,ResNet50,Height,ADV,16,0,0.1819924025
5,ResNet50,Height,ADV,16,1,0.348399958
5,ResNet50,Height,ADV,16,2,0.332511132
5,ResNet50,Height,ADV,16,3,0.39763374199999996
5,ResNet50,Height,ADV,16,4,0.2591599395
5,ResNet50,Height,OOD,2,0,0.12481444300000001
5,ResNet50,Height,OOD,2,1,0.17147523
5,ResNet50,Height,OOD,2,2,0.092368773
5,ResNet50,Height,OOD,2,3,0.071173707
5,ResNet50,Height,OOD,2,4,0.229931233
5,ResNet50,Height,OOD,4,0,0.2845851235
